"Campus","NombreCentro","Centro","Dirección","Recurso","TipoCentro","FechaInicioLectura","FechaFinLectura","FechaEmisionFactura","ConsumoP1","ConsumoP2","ConsumoP3","ConsumoP4","ConsumoP5","ConsumoP6","ConsumoTotal","AñoFinLectura"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","11/19/2020 0:00","12/15/2020 0:00","1/4/2021 0:00","","","","","","","140944","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","10/16/2020 0:00","11/18/2020 0:00","12/1/2020 0:00","","","","","","","98260","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","9/23/2020 0:00","10/15/2020 0:00","11/3/2020 0:00","","","","","","","6666","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","10/22/2020 0:00","10/31/2020 0:00","12/7/2020 0:00","","","","","","","9324","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","9/1/2020 0:00","9/30/2020 0:00","11/6/2020 0:00","","","","","","","40095","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","10/1/2020 0:00","10/21/2020 0:00","11/6/2020 0:00","","","","","","","15368","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","8/20/2020 0:00","9/22/2020 0:00","10/1/2020 0:00","","","","","","","1787","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","7/1/2020 0:00","7/31/2020 0:00","9/15/2020 0:00","","","","","","","66474","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","8/1/2020 0:00","8/31/2020 0:00","9/15/2020 0:00","","","","","","","52237","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","7/16/2020 0:00","8/19/2020 0:00","9/1/2020 0:00","","","","","","","9672","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","6/13/2020 0:00","6/30/2020 0:00","8/3/2020 0:00","","","","","","","13765","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","7/1/2020 0:00","7/15/2020 0:00","8/3/2020 0:00","","","","","","","11471","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","6/1/2020 0:00","6/30/2020 0:00","7/8/2020 0:00","","","","","","","18956","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","5/14/2020 0:00","6/12/2020 0:00","7/1/2020 0:00","","","","","","","0","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","","","7/1/2020 0:00","","","","","","","0",""
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","5/1/2020 0:00","5/31/2020 0:00","6/29/2020 0:00","","","","","","","15765","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","4/23/2020 0:00","5/13/2020 0:00","6/1/2020 0:00","","","","","","","0","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","4/1/2020 0:00","4/30/2020 0:00","5/26/2020 0:00","","","","","","","13369","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","3/2/2020 0:00","4/30/2020 0:00","5/6/2020 0:00","","","","","","","160","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","3/2/2020 0:00","4/30/2020 0:00","5/6/2020 0:00","","","","","","","0","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","3/24/2020 0:00","4/22/2020 0:00","5/1/2020 0:00","","","","","","","0","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","3/1/2020 0:00","3/31/2020 0:00","4/20/2020 0:00","","","","","","","27525","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","2/18/2020 0:00","3/23/2020 0:00","4/1/2020 0:00","","","","","","","63909","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","2/1/2020 0:00","2/29/2020 0:00","3/23/2020 0:00","","","","","","","42783","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","1/2/2020 0:00","3/2/2020 0:00","3/3/2020 0:00","","","","","","","192","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","1/2/2020 0:00","3/2/2020 0:00","3/3/2020 0:00","","","","","","","0","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","1/18/2020 0:00","2/17/2020 0:00","3/1/2020 0:00","","","","","","","132612","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","1/1/2020 0:00","1/31/2020 0:00","2/11/2020 0:00","","","","","","","54991","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","12/14/2019 0:00","1/17/2020 0:00","2/1/2020 0:00","","","","","","","125143","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","12/1/2019 0:00","12/31/2019 0:00","1/13/2020 0:00","","","","","","","52163","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","10/28/2019 0:00","1/2/2020 0:00","1/3/2020 0:00","","","","","","","202","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","10/28/2019 0:00","1/2/2020 0:00","1/3/2020 0:00","","","","","","","0","2020"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","11/22/2019 0:00","12/13/2019 0:00","1/1/2020 0:00","","","","","","","80213","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","11/1/2019 0:00","11/30/2019 0:00","12/11/2019 0:00","","","","","","","65185","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","10/17/2019 0:00","11/21/2019 0:00","12/1/2019 0:00","","","","","","","79187","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","10/1/2019 0:00","10/31/2019 0:00","11/15/2019 0:00","","","","","","","65730","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","9/17/2019 0:00","10/16/2019 0:00","11/1/2019 0:00","","","","","","","5602","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","8/30/2019 0:00","10/28/2019 0:00","10/29/2019 0:00","","","","","","","191","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","8/30/2019 0:00","10/28/2019 0:00","10/29/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","9/1/2019 0:00","9/30/2019 0:00","10/8/2019 0:00","","","","","","","54243","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","8/15/2019 0:00","9/16/2019 0:00","10/1/2019 0:00","","","","","","","5004","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","8/1/2019 0:00","8/31/2019 0:00","9/12/2019 0:00","","","","","","","46875","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","7/2/2019 0:00","8/30/2019 0:00","9/2/2019 0:00","","","","","","","109","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","7/2/2019 0:00","8/30/2019 0:00","9/2/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","7/6/2019 0:00","7/31/2019 0:00","8/29/2019 0:00","","","","","","","49554","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","7/18/2019 0:00","8/14/2019 0:00","8/19/2019 0:00","","","","","","","4140","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","7/1/2019 0:00","7/17/2019 0:00","8/1/2019 0:00","","","","","","","989","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","7/1/2019 0:00","7/5/2019 0:00","7/19/2019 0:00","4504","3262","0","0","0","2715","10481","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","5/3/2019 0:00","7/2/2019 0:00","7/3/2019 0:00","","","","","","","366","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","5/3/2019 0:00","7/2/2019 0:00","7/3/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","6/1/2019 0:00","6/30/2019 0:00","7/2/2019 0:00","8977","5978","9454","13699","0","27912","66020","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","6/15/2019 0:00","6/30/2019 0:00","7/2/2019 0:00","","","","","","","4021","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","5/22/2019 0:00","6/14/2019 0:00","6/18/2019 0:00","","","","","","","4148","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","5/1/2019 0:00","5/31/2019 0:00","6/4/2019 0:00","0","0","0","0","53865","30572","84437","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","4/24/2019 0:00","5/21/2019 0:00","5/23/2019 0:00","","","","","","","17954","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","3/1/2019 0:00","5/3/2019 0:00","5/13/2019 0:00","","","","","","","192","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","3/1/2019 0:00","5/3/2019 0:00","5/6/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","4/1/2019 0:00","4/30/2019 0:00","5/2/2019 0:00","0","0","0","0","31636","17842","49478","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","3/19/2019 0:00","4/23/2019 0:00","4/25/2019 0:00","","","","","","","71381","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","3/7/2019 0:00","3/18/2019 0:00","4/24/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","3/1/2019 0:00","3/31/2019 0:00","4/1/2019 0:00","0","0","13756","22931","0","19310","55997","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","2/19/2019 0:00","3/18/2019 0:00","3/20/2019 0:00","","","","","","","60950","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","1/2/2019 0:00","3/1/2019 0:00","3/4/2019 0:00","","","","","","","177","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","1/2/2019 0:00","3/1/2019 0:00","3/4/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","2/1/2019 0:00","2/28/2019 0:00","3/1/2019 0:00","15681","19775","0","0","0","10322","45778","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","1/17/2019 0:00","2/18/2019 0:00","2/20/2019 0:00","","","","","","","121930","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","1/1/2019 0:00","1/31/2019 0:00","2/1/2019 0:00","16788","21260","0","0","0","18438","56486","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","12/19/2018 0:00","1/16/2019 0:00","1/18/2019 0:00","","","","","","","117881","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","10/26/2018 0:00","1/2/2019 0:00","1/4/2019 0:00","","","","","","","180","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","10/26/2018 0:00","1/2/2019 0:00","1/3/2019 0:00","","","","","","","0","2019"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","12/1/2018 0:00","12/31/2018 0:00","1/1/2019 0:00","14243","18002","0","0","0","27678","59923","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","11/16/2018 0:00","12/18/2018 0:00","12/20/2018 0:00","","","","","","","105915","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","11/1/2018 0:00","11/30/2018 0:00","12/2/2018 0:00","0","0","0","23563","0","14668","52097","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","10/19/2018 0:00","11/15/2018 0:00","11/22/2018 0:00","","","","","","","66419","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","10/1/2018 0:00","10/31/2018 0:00","11/4/2018 0:00","0","0","0","0","36077","16151","52228","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","8/29/2018 0:00","10/26/2018 0:00","10/29/2018 0:00","","","","","","","159","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","8/29/2018 0:00","10/26/2018 0:00","10/29/2018 0:00","","","","","","","0","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","9/14/2018 0:00","10/18/2018 0:00","10/20/2018 0:00","","","","","","","16473","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","9/1/2018 0:00","9/30/2018 0:00","10/2/2018 0:00","0","0","0","26126","0","23066","67740","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","8/22/2018 0:00","9/13/2018 0:00","9/18/2018 0:00","","","","","","","3950","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","8/1/2018 0:00","8/31/2018 0:00","9/2/2018 0:00","0","0","0","0","0","65067","65067","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","7/2/2018 0:00","8/29/2018 0:00","8/30/2018 0:00","","","","","","","172","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","7/2/2018 0:00","8/29/2018 0:00","8/30/2018 0:00","","","","","","","0","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","7/20/2018 0:00","8/21/2018 0:00","8/23/2018 0:00","","","","","","","5622","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","7/1/2018 0:00","7/31/2018 0:00","8/9/2018 0:00","0","0","0","0","0","27858","88873","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","6/15/2018 0:00","7/19/2018 0:00","7/21/2018 0:00","","","","","","","6767","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","6/1/2018 0:00","6/30/2018 0:00","7/3/2018 0:00","0","0","0","12076","0","35626","88489","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","5/3/2018 0:00","7/2/2018 0:00","7/3/2018 0:00","","","","","","","331","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","5/3/2018 0:00","7/2/2018 0:00","7/3/2018 0:00","","","","","","","0","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","5/15/2018 0:00","6/14/2018 0:00","6/16/2018 0:00","","","","","","","17173","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","5/1/2018 0:00","5/31/2018 0:00","6/3/2018 0:00","0","0","0","0","48422","33252","81674","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","4/14/2018 0:00","5/14/2018 0:00","5/16/2018 0:00","","","","","","","35952","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","2/28/2018 0:00","5/3/2018 0:00","5/4/2018 0:00","","","","","","","153","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","2/28/2018 0:00","5/3/2018 0:00","5/4/2018 0:00","","","","","","","0","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","4/1/2018 0:00","4/30/2018 0:00","5/3/2018 0:00","0","0","0","0","39562","20272","59834","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","3/16/2018 0:00","4/13/2018 0:00","4/19/2018 0:00","","","","","","","69188","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","3/1/2018 0:00","3/31/2018 0:00","4/2/2018 0:00","0","0","0","20503","0","18700","51861","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","2/17/2018 0:00","3/15/2018 0:00","3/17/2018 0:00","","","","","","","90684","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","2/1/2018 0:00","2/28/2018 0:00","3/2/2018 0:00","0","0","0","0","0","15818","53270","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","1/2/2018 0:00","2/28/2018 0:00","3/1/2018 0:00","","","","","","","168","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","1/2/2018 0:00","2/28/2018 0:00","3/1/2018 0:00","","","","","","","0","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","1/19/2018 0:00","2/16/2018 0:00","2/20/2018 0:00","","","","","","","100841","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","1/1/2018 0:00","1/31/2018 0:00","2/2/2018 0:00","0","0","0","0","0","22081","60816","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","12/15/2017 0:00","1/18/2018 0:00","1/20/2018 0:00","","","","","","","139053","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","12/1/2017 0:00","12/31/2017 0:00","1/3/2018 0:00","0","0","0","0","0","29055","62652","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","10/27/2017 0:00","1/2/2018 0:00","1/3/2018 0:00","","","","","","","187","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","10/27/2017 0:00","1/2/2018 0:00","1/3/2018 0:00","","","","","","","0","2018"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","11/18/2017 0:00","12/14/2017 0:00","12/16/2017 0:00","","","","","","","113794","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","11/1/2017 0:00","11/30/2017 0:00","12/2/2017 0:00","0","0","13425","23656","0","17237","54318","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","10/19/2017 0:00","11/17/2017 0:00","11/22/2017 0:00","","","","","","","52660","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","10/1/2017 0:00","10/31/2017 0:00","11/20/2017 0:00","0","0","0","0","41335","13211","54546","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","8/30/2017 0:00","10/27/2017 0:00","10/30/2017 0:00","","","","","","","188","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","8/30/2017 0:00","10/27/2017 0:00","10/30/2017 0:00","","","","","","","0","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","9/21/2017 0:00","10/18/2017 0:00","10/20/2017 0:00","","","","","","","17104","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","9/1/2017 0:00","9/30/2017 0:00","10/2/2017 0:00","0","0","19894","24755","0","11110","55759","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","8/17/2017 0:00","9/20/2017 0:00","9/26/2017 0:00","","","","","","","10327","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","8/1/2017 0:00","8/31/2017 0:00","9/2/2017 0:00","0","0","0","0","0","46448","46448","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","7/3/2017 0:00","8/30/2017 0:00","8/31/2017 0:00","","","","","","","227","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","7/3/2017 0:00","8/30/2017 0:00","8/31/2017 0:00","","","","","","","0","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","7/22/2017 0:00","8/16/2017 0:00","8/24/2017 0:00","","","","","","","0","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","6/1/2017 0:00","6/30/2017 0:00","8/9/2017 0:00","21095","14056","15053","21234","0","41481","112919","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","7/1/2017 0:00","7/31/2017 0:00","8/2/2017 0:00","36558","21943","0","0","0","32846","91347","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","6/21/2017 0:00","7/21/2017 0:00","7/25/2017 0:00","","","","","","","5082","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","5/4/2017 0:00","7/3/2017 0:00","7/4/2017 0:00","","","","","","","352","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","5/4/2017 0:00","7/3/2017 0:00","7/4/2017 0:00","","","","","","","0","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","5/23/2017 0:00","6/20/2017 0:00","6/22/2017 0:00","","","","","","","15285","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","5/1/2017 0:00","5/31/2017 0:00","6/1/2017 0:00","0","0","0","0","56458","35423","91881","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","4/20/2017 0:00","5/22/2017 0:00","5/24/2017 0:00","","","","","","","35901","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","3/1/2017 0:00","5/4/2017 0:00","5/5/2017 0:00","","","","","","","164","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Agua","Otros Centros","3/1/2017 0:00","5/4/2017 0:00","5/5/2017 0:00","","","","","","","0","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Electricidad","Otros Centros","4/1/2017 0:00","4/30/2017 0:00","5/4/2017 0:00","0","0","0","0","36365","15658","52023","2017"
"Campus Sur","Biblioteca Campus Sur","18","C/ Alan Turing, 1 - 28031 Madrid","Gas","Otros Centros","3/23/2017 0:00","4/19/2017 0:00","4/21/2017 0:00","","","","","","","30710","2017"
