"Campus","NombreCentro","Centro","Dirección","Recurso","TipoCentro","FechaInicioLectura","FechaFinLectura","FechaEmisionFactura","ConsumoP1","ConsumoP2","ConsumoP3","ConsumoP4","ConsumoP5","ConsumoP6","ConsumoTotal","AñoFinLectura"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2020 0:00","3/31/2020 0:00","4/8/2020 0:00","","","","","","","114511","2020"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2020 0:00","2/29/2020 0:00","3/10/2020 0:00","","","","","","","97934","2020"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2020 0:00","2/29/2020 0:00","3/10/2020 0:00","","","","","","","179960","2020"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2020 0:00","1/31/2020 0:00","2/6/2020 0:00","","","","","","","118911","2020"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2020 0:00","1/31/2020 0:00","2/6/2020 0:00","","","","","","","185975","2020"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/6/2019 0:00","7/31/2019 0:00","2/4/2020 0:00","","","","","","","61792","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2019 0:00","12/31/2019 0:00","1/7/2020 0:00","","","","","","","107524","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2019 0:00","12/31/2019 0:00","1/7/2020 0:00","","","","","","","154944","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2019 0:00","11/30/2019 0:00","12/5/2019 0:00","","","","","","","103293","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2019 0:00","11/30/2019 0:00","12/5/2019 0:00","","","","","","","190494","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2019 0:00","10/31/2019 0:00","11/8/2019 0:00","","","","","","","84818","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2019 0:00","10/31/2019 0:00","11/8/2019 0:00","","","","","","","201763","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2019 0:00","9/30/2019 0:00","10/8/2019 0:00","","","","","","","117349","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2019 0:00","9/30/2019 0:00","10/8/2019 0:00","","","","","","","254180","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2019 0:00","8/31/2019 0:00","9/12/2019 0:00","","","","","","","134296","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2019 0:00","8/31/2019 0:00","9/12/2019 0:00","","","","","","","155527","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/6/2019 0:00","7/31/2019 0:00","8/29/2019 0:00","","","","","","","135251","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/6/2019 0:00","7/31/2019 0:00","8/29/2019 0:00","","","","","","","256542","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2019 0:00","7/5/2019 0:00","7/22/2019 0:00","26449","13427","0","0","0","8640","48516","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2019 0:00","7/5/2019 0:00","7/22/2019 0:00","9347","8175","0","0","0","7335","24857","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2019 0:00","6/30/2019 0:00","7/2/2019 0:00","48453","25275","33036","32397","0","54787","193948","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2019 0:00","6/30/2019 0:00","7/2/2019 0:00","16845","15382","11670","19411","0","73424","136732","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2019 0:00","5/31/2019 0:00","6/1/2019 0:00","0","0","0","0","109265","52220","161485","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2019 0:00","5/31/2019 0:00","6/1/2019 0:00","0","0","0","0","67087","69132","136219","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2019 0:00","4/30/2019 0:00","5/4/2019 0:00","0","0","0","0","70621","62558","133179","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2019 0:00","4/30/2019 0:00","5/2/2019 0:00","0","0","0","0","84236","46174","130410","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2019 0:00","3/31/2019 0:00","4/2/2019 0:00","0","0","31212","66782","0","49262","147256","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2019 0:00","3/31/2019 0:00","4/2/2019 0:00","0","0","24339","45495","0","76690","146524","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2019 0:00","2/28/2019 0:00","3/2/2019 0:00","43112","59977","0","0","0","44883","147972","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2019 0:00","2/28/2019 0:00","3/2/2019 0:00","26970","43439","0","0","0","66473","136882","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2019 0:00","1/31/2019 0:00","2/3/2019 0:00","31088","49189","0","0","0","71641","151918","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2019 0:00","1/31/2019 0:00","2/1/2019 0:00","40613","57882","0","0","0","50418","148913","2019"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2018 0:00","12/31/2018 0:00","1/2/2019 0:00","25284","40398","0","0","0","75276","140958","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2018 0:00","12/31/2018 0:00","1/1/2019 0:00","33429","47207","0","0","0","52665","133301","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2018 0:00","11/30/2018 0:00","12/2/2018 0:00","0","0","0","46991","0","68394","141618","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2018 0:00","11/30/2018 0:00","12/1/2018 0:00","0","0","0","72308","0","48255","155561","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2018 0:00","10/31/2018 0:00","11/2/2018 0:00","0","0","0","0","113501","49331","162832","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2018 0:00","10/31/2018 0:00","11/2/2018 0:00","0","0","0","0","72560","73184","145744","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2018 0:00","9/30/2018 0:00","10/2/2018 0:00","0","0","0","65935","0","53519","192518","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2018 0:00","9/30/2018 0:00","10/2/2018 0:00","0","0","0","42111","0","79563","147016","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2018 0:00","8/31/2018 0:00","9/2/2018 0:00","0","0","0","0","0","145879","145879","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2018 0:00","8/31/2018 0:00","9/1/2018 0:00","0","0","0","0","0","132344","132344","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2018 0:00","7/31/2018 0:00","8/1/2018 0:00","0","0","0","0","0","57349","212504","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2018 0:00","7/31/2018 0:00","8/1/2018 0:00","0","0","0","0","0","78184","156526","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2018 0:00","6/30/2018 0:00","7/2/2018 0:00","0","0","0","26432","0","47111","177812","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2018 0:00","6/30/2018 0:00","7/2/2018 0:00","0","0","0","23051","0","78062","151996","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2018 0:00","5/31/2018 0:00","6/4/2018 0:00","0","0","0","0","75841","79059","154900","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2018 0:00","5/31/2018 0:00","6/1/2018 0:00","0","0","0","0","95838","44037","139875","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2018 0:00","4/30/2018 0:00","5/2/2018 0:00","0","0","0","0","103630","46286","149916","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2018 0:00","4/30/2018 0:00","5/1/2018 0:00","0","0","0","0","81802","84161","165963","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2018 0:00","3/31/2018 0:00","4/3/2018 0:00","0","0","0","69957","0","47272","146768","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2018 0:00","3/31/2018 0:00","4/1/2018 0:00","0","0","0","59063","0","88076","180226","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2018 0:00","2/28/2018 0:00","3/1/2018 0:00","0","0","0","0","0","46125","159433","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2018 0:00","2/28/2018 0:00","3/1/2018 0:00","0","0","0","0","0","82464","171220","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2018 0:00","1/31/2018 0:00","2/2/2018 0:00","0","0","0","0","0","50679","153887","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2018 0:00","1/31/2018 0:00","2/2/2018 0:00","0","0","0","0","0","88779","183022","2018"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2017 0:00","12/31/2017 0:00","1/1/2018 0:00","0","0","0","0","0","54978","140726","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2017 0:00","12/31/2017 0:00","1/1/2018 0:00","0","0","0","0","0","102027","176690","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2017 0:00","11/30/2017 0:00","12/1/2017 0:00","0","0","33716","78184","0","46939","158839","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2017 0:00","11/30/2017 0:00","12/1/2017 0:00","0","0","30246","54300","0","82735","167281","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","","","11/22/2017 0:00","0","0","0","0","0","0","0",""
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2017 0:00","9/30/2017 0:00","11/2/2017 0:00","0","0","76840","74662","0","52812","204314","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2017 0:00","10/31/2017 0:00","11/2/2017 0:00","0","0","0","0","120416","49368","169784","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2017 0:00","10/31/2017 0:00","11/1/2017 0:00","0","0","0","0","77905","90206","168111","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2017 0:00","9/30/2017 0:00","10/2/2017 0:00","0","0","27692","46491","0","77575","151758","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2017 0:00","8/31/2017 0:00","9/2/2017 0:00","0","0","0","0","0","164637","164637","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2017 0:00","8/31/2017 0:00","9/1/2017 0:00","0","0","0","0","0","156974","156974","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2017 0:00","7/31/2017 0:00","8/24/2017 0:00","0","0","0","0","0","0","0","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2017 0:00","6/30/2017 0:00","8/9/2017 0:00","63291","31110","43104","42011","0","57784","237300","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2017 0:00","6/30/2017 0:00","8/9/2017 0:00","21118","19673","15420","25287","0","77512","159010","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2017 0:00","7/31/2017 0:00","8/1/2017 0:00","39179","36145","0","0","0","78705","154029","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2017 0:00","5/31/2017 0:00","7/24/2017 0:00","0","0","0","0","0","0","0","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2017 0:00","5/31/2017 0:00","6/2/2017 0:00","0","0","0","0","97697","52495","150192","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2017 0:00","5/31/2017 0:00","6/2/2017 0:00","0","0","0","0","74911","79733","154644","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2017 0:00","4/30/2017 0:00","5/10/2017 0:00","0","0","0","0","94737","51580","146317","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2017 0:00","4/30/2017 0:00","5/4/2017 0:00","0","0","0","0","68103","79544","147647","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2017 0:00","3/31/2017 0:00","3/31/2017 0:00","0","0","37534","81522","0","49309","168365","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2017 0:00","3/31/2017 0:00","3/31/2017 0:00","0","0","27385","47516","0","62868","137769","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2017 0:00","1/31/2017 0:00","2/28/2017 0:00","43470","62803","0","0","0","53753","160026","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2017 0:00","2/28/2017 0:00","2/28/2017 0:00","48698","69446","0","0","0","51895","170039","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2017 0:00","2/28/2017 0:00","2/28/2017 0:00","30246","48379","0","0","0","70320","148945","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2017 0:00","1/31/2017 0:00","2/20/2017 0:00","0","0","0","0","0","0","0","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2017 0:00","1/31/2017 0:00","1/31/2017 0:00","34268","54358","0","0","0","79697","168323","2017"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2016 0:00","11/30/2016 0:00","11/30/2016 0:00","0","0","37057","78235","0","47924","163216","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2016 0:00","11/30/2016 0:00","11/30/2016 0:00","0","0","25475","44306","0","68804","138585","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2016 0:00","10/31/2016 0:00","10/31/2016 0:00","0","0","0","0","107139","53861","161000","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2016 0:00","10/31/2016 0:00","10/31/2016 0:00","0","0","0","0","71077","80106","151183","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2016 0:00","9/30/2016 0:00","9/30/2016 0:00","0","0","86082","78952","0","51116","216150","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2016 0:00","9/30/2016 0:00","9/30/2016 0:00","0","0","23335","38780","0","56740","118855","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2016 0:00","8/31/2016 0:00","9/12/2016 0:00","0","0","0","0","0","147894","147894","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2016 0:00","8/31/2016 0:00","8/31/2016 0:00","0","0","0","0","0","126992","126992","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2016 0:00","7/31/2016 0:00","7/31/2016 0:00","111147","54410","0","0","0","58206","223763","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2016 0:00","7/31/2016 0:00","7/31/2016 0:00","39152","35286","0","0","0","70507","144945","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2016 0:00","7/31/2016 0:00","7/31/2016 0:00","39152","35286","0","0","0","70507","144945","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2016 0:00","7/31/2016 0:00","7/31/2016 0:00","39152","35286","0","0","0","70507","144945","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2016 0:00","6/30/2016 0:00","6/30/2016 0:00","56746","24111","34559","34807","0","50940","201163","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2016 0:00","6/30/2016 0:00","6/30/2016 0:00","18196","16678","13799","23256","0","64496","136425","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2016 0:00","5/31/2016 0:00","5/31/2016 0:00","0","0","0","0","99711","47416","147127","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2016 0:00","5/31/2016 0:00","5/31/2016 0:00","0","0","0","0","78736","72873","151609","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2016 0:00","4/30/2016 0:00","4/30/2016 0:00","0","0","0","0","110029","51748","161777","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","4/1/2016 0:00","4/30/2016 0:00","4/30/2016 0:00","0","0","0","0","77863","72148","150011","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2016 0:00","3/31/2016 0:00","3/31/2016 0:00","0","0","32362","75975","0","52607","160944","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","3/1/2016 0:00","3/31/2016 0:00","3/31/2016 0:00","0","0","33115","57303","0","82774","173192","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2016 0:00","2/29/2016 0:00","2/29/2016 0:00","50935","76793","0","0","0","55980","183708","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","2/1/2016 0:00","2/29/2016 0:00","2/29/2016 0:00","35233","57557","0","0","0","86946","179736","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2016 0:00","1/31/2016 0:00","1/31/2016 0:00","37606","59067","0","0","0","55194","151867","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","1/1/2016 0:00","1/31/2016 0:00","1/31/2016 0:00","29545","48563","0","0","0","87780","165888","2016"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2015 0:00","12/31/2015 0:00","12/31/2015 0:00","42099","61378","0","0","0","48134","151611","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","12/1/2015 0:00","12/31/2015 0:00","12/31/2015 0:00","32002","50766","0","0","0","87192","169960","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2015 0:00","11/30/2015 0:00","11/30/2015 0:00","0","0","34952","81410","0","47653","164015","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","11/1/2015 0:00","11/30/2015 0:00","11/30/2015 0:00","0","0","30655","51987","0","81428","164070","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2015 0:00","10/31/2015 0:00","10/31/2015 0:00","0","0","0","0","108658","54701","163359","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","10/1/2015 0:00","10/31/2015 0:00","10/31/2015 0:00","0","0","0","0","73035","80487","153522","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2015 0:00","9/30/2015 0:00","9/30/2015 0:00","0","0","72014","72904","0","54845","199763","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","9/1/2015 0:00","9/30/2015 0:00","9/30/2015 0:00","0","0","31497","51589","0","76626","159712","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2015 0:00","8/31/2015 0:00","8/31/2015 0:00","0","0","0","0","0","134782","134782","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","8/1/2015 0:00","8/31/2015 0:00","8/31/2015 0:00","0","0","0","0","0","155960","155960","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2015 0:00","7/31/2015 0:00","7/31/2015 0:00","134771","69005","0","0","0","54985","258761","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","7/1/2015 0:00","7/31/2015 0:00","7/31/2015 0:00","45966","39598","0","0","0","69975","155539","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2015 0:00","6/30/2015 0:00","6/30/2015 0:00","61115","26266","38212","36069","0","57077","218739","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","6/1/2015 0:00","6/30/2015 0:00","6/30/2015 0:00","20511","18279","13163","21473","0","66274","139700","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2015 0:00","5/31/2015 0:00","5/31/2015 0:00","0","0","0","0","118103","57449","175552","2015"
"Montegancedo","Centros Campus Montegancedo","103"," Avda. de Montepríncipe, 28223 Madrid","Electricidad","Otros consumos","5/1/2015 0:00","5/31/2015 0:00","5/31/2015 0:00","0","0","0","0","66969","77643","144612","2015"
