Dia_semana,Dia,ConsumoDia
S,2017-09-09,7527.103448275862
D,2017-09-10,7527.103448275862
L,2017-09-11,7527.103448275862
M,2017-09-12,7527.103448275862
X,2017-09-13,7527.103448275862
J,2017-09-14,7527.103448275862
V,2017-09-15,7527.103448275862
S,2017-09-16,7527.103448275862
D,2017-09-17,7527.103448275862
L,2017-09-18,7527.103448275862
M,2017-09-19,7527.103448275862
X,2017-09-20,7527.103448275862
J,2017-09-21,7527.103448275862
V,2017-09-22,7527.103448275862
S,2017-09-23,7527.103448275862
D,2017-09-24,7527.103448275862
L,2017-09-25,7527.103448275862
M,2017-09-26,7527.103448275862
X,2017-09-27,7527.103448275862
J,2017-09-28,7527.103448275862
V,2017-09-29,7527.103448275862
D,2017-10-01,7206.433333333333
L,2017-10-02,7206.433333333333
M,2017-10-03,7206.433333333333
X,2017-10-04,7206.433333333333
J,2017-10-05,7206.433333333333
V,2017-10-06,7206.433333333333
S,2017-10-07,7206.433333333333
D,2017-10-08,7206.433333333333
L,2017-10-09,7206.433333333333
M,2017-10-10,7206.433333333333
X,2017-10-11,7206.433333333333
J,2017-10-12,7206.433333333333
V,2017-10-13,7206.433333333333
S,2017-10-14,7206.433333333333
D,2017-10-15,7206.433333333333
L,2017-10-16,7206.433333333333
M,2017-10-17,7206.433333333333
X,2017-10-18,7206.433333333333
J,2017-10-19,7206.433333333333
V,2017-10-20,7206.433333333333
S,2017-10-21,7206.433333333333
D,2017-10-22,7206.433333333333
L,2017-10-23,7206.433333333333
M,2017-10-24,7206.433333333333
X,2017-10-25,7206.433333333333
J,2017-10-26,7206.433333333333
V,2017-10-27,7206.433333333333
S,2017-10-28,7206.433333333333
D,2017-10-29,7206.433333333333
L,2017-10-30,7206.433333333333
X,2017-11-01,7302.275862068966
J,2017-11-02,7302.275862068966
V,2017-11-03,7302.275862068966
S,2017-11-04,7302.275862068966
D,2017-11-05,7302.275862068966
L,2017-11-06,7302.275862068966
M,2017-11-07,7302.275862068966
X,2017-11-08,7302.275862068966
J,2017-11-09,7302.275862068966
V,2017-11-10,7302.275862068966
S,2017-11-11,7302.275862068966
D,2017-11-12,7302.275862068966
L,2017-11-13,7302.275862068966
M,2017-11-14,7302.275862068966
X,2017-11-15,7302.275862068966
J,2017-11-16,7302.275862068966
V,2017-11-17,7302.275862068966
S,2017-11-18,7302.275862068966
D,2017-11-19,7302.275862068966
L,2017-11-20,7302.275862068966
M,2017-11-21,7302.275862068966
X,2017-11-22,7302.275862068966
J,2017-11-23,7302.275862068966
V,2017-11-24,7302.275862068966
S,2017-11-25,7302.275862068966
D,2017-11-26,7302.275862068966
L,2017-11-27,7302.275862068966
M,2017-11-28,7302.275862068966
X,2017-11-29,7302.275862068966
V,2017-12-01,6440.166666666667
S,2017-12-02,6440.166666666667
D,2017-12-03,6440.166666666667
L,2017-12-04,6440.166666666667
M,2017-12-05,6440.166666666667
X,2017-12-06,6440.166666666667
J,2017-12-07,6440.166666666667
V,2017-12-08,6440.166666666667
S,2017-12-09,6440.166666666667
D,2017-12-10,6440.166666666667
L,2017-12-11,6440.166666666667
M,2017-12-12,6440.166666666667
X,2017-12-13,6440.166666666667
J,2017-12-14,6440.166666666667
V,2017-12-15,6440.166666666667
S,2017-12-16,6440.166666666667
D,2017-12-17,6440.166666666667
L,2017-12-18,6440.166666666667
M,2017-12-19,6440.166666666667
X,2017-12-20,6440.166666666667
J,2017-12-21,6440.166666666667
V,2017-12-22,6440.166666666667
S,2017-12-23,6440.166666666667
D,2017-12-24,6440.166666666667
L,2017-12-25,6440.166666666667
M,2017-12-26,6440.166666666667
X,2017-12-27,6440.166666666667
J,2017-12-28,6440.166666666667
V,2017-12-29,6440.166666666667
S,2017-12-30,6440.166666666667
L,2018-01-01,7041.8
M,2018-01-02,7041.8
X,2018-01-03,7041.8
J,2018-01-04,7041.8
V,2018-01-05,7041.8
S,2018-01-06,7041.8
D,2018-01-07,7041.8
L,2018-01-08,7041.8
M,2018-01-09,7041.8
X,2018-01-10,7041.8
J,2018-01-11,7041.8
V,2018-01-12,7041.8
S,2018-01-13,7041.8
D,2018-01-14,7041.8
L,2018-01-15,7041.8
M,2018-01-16,7041.8
X,2018-01-17,7041.8
J,2018-01-18,7041.8
V,2018-01-19,7041.8
S,2018-01-20,7041.8
D,2018-01-21,7041.8
L,2018-01-22,7041.8
M,2018-01-23,7041.8
X,2018-01-24,7041.8
J,2018-01-25,7041.8
V,2018-01-26,7041.8
S,2018-01-27,7041.8
D,2018-01-28,7041.8
L,2018-01-29,7041.8
M,2018-01-30,7041.8
J,2018-02-01,8201.296296296296
V,2018-02-02,8201.296296296296
S,2018-02-03,8201.296296296296
D,2018-02-04,8201.296296296296
L,2018-02-05,8201.296296296296
M,2018-02-06,8201.296296296296
X,2018-02-07,8201.296296296296
J,2018-02-08,8201.296296296296
V,2018-02-09,8201.296296296296
S,2018-02-10,8201.296296296296
D,2018-02-11,8201.296296296296
L,2018-02-12,8201.296296296296
M,2018-02-13,8201.296296296296
X,2018-02-14,8201.296296296296
J,2018-02-15,8201.296296296296
V,2018-02-16,8201.296296296296
S,2018-02-17,8201.296296296296
D,2018-02-18,8201.296296296296
L,2018-02-19,8201.296296296296
M,2018-02-20,8201.296296296296
X,2018-02-21,8201.296296296296
J,2018-02-22,8201.296296296296
V,2018-02-23,8201.296296296296
S,2018-02-24,8201.296296296296
D,2018-02-25,8201.296296296296
L,2018-02-26,8201.296296296296
M,2018-02-27,8201.296296296296
J,2018-03-01,6972.866666666667
V,2018-03-02,6972.866666666667
S,2018-03-03,6972.866666666667
D,2018-03-04,6972.866666666667
L,2018-03-05,6972.866666666667
M,2018-03-06,6972.866666666667
X,2018-03-07,6972.866666666667
J,2018-03-08,6972.866666666667
V,2018-03-09,6972.866666666667
S,2018-03-10,6972.866666666667
D,2018-03-11,6972.866666666667
L,2018-03-12,6972.866666666667
M,2018-03-13,6972.866666666667
X,2018-03-14,6972.866666666667
J,2018-03-15,6972.866666666667
V,2018-03-16,6972.866666666667
S,2018-03-17,6972.866666666667
D,2018-03-18,6972.866666666667
L,2018-03-19,6972.866666666667
M,2018-03-20,6972.866666666667
X,2018-03-21,6972.866666666667
J,2018-03-22,6972.866666666667
V,2018-03-23,6972.866666666667
S,2018-03-24,6972.866666666667
D,2018-03-25,6972.866666666667
L,2018-03-26,6972.866666666667
M,2018-03-27,6972.866666666667
X,2018-03-28,6972.866666666667
J,2018-03-29,6972.866666666667
V,2018-03-30,6972.866666666667
D,2018-04-01,7344.6551724137935
L,2018-04-02,7344.6551724137935
M,2018-04-03,7344.6551724137935
X,2018-04-04,7344.6551724137935
J,2018-04-05,7344.6551724137935
V,2018-04-06,7344.6551724137935
S,2018-04-07,7344.6551724137935
D,2018-04-08,7344.6551724137935
L,2018-04-09,7344.6551724137935
M,2018-04-10,7344.6551724137935
X,2018-04-11,7344.6551724137935
J,2018-04-12,7344.6551724137935
V,2018-04-13,7344.6551724137935
S,2018-04-14,7344.6551724137935
D,2018-04-15,7344.6551724137935
L,2018-04-16,7344.6551724137935
M,2018-04-17,7344.6551724137935
X,2018-04-18,7344.6551724137935
J,2018-04-19,7344.6551724137935
V,2018-04-20,7344.6551724137935
S,2018-04-21,7344.6551724137935
D,2018-04-22,7344.6551724137935
L,2018-04-23,7344.6551724137935
M,2018-04-24,7344.6551724137935
X,2018-04-25,7344.6551724137935
J,2018-04-26,7344.6551724137935
V,2018-04-27,7344.6551724137935
S,2018-04-28,7344.6551724137935
D,2018-04-29,7344.6551724137935
M,2018-05-01,6619.3
X,2018-05-02,6619.3
J,2018-05-03,6619.3
V,2018-05-04,6619.3
S,2018-05-05,6619.3
D,2018-05-06,6619.3
L,2018-05-07,6619.3
M,2018-05-08,6619.3
X,2018-05-09,6619.3
J,2018-05-10,6619.3
V,2018-05-11,6619.3
S,2018-05-12,6619.3
D,2018-05-13,6619.3
L,2018-05-14,6619.3
M,2018-05-15,6619.3
X,2018-05-16,6619.3
J,2018-05-17,6619.3
V,2018-05-18,6619.3
S,2018-05-19,6619.3
D,2018-05-20,6619.3
L,2018-05-21,6619.3
M,2018-05-22,6619.3
X,2018-05-23,6619.3
J,2018-05-24,6619.3
V,2018-05-25,6619.3
S,2018-05-26,6619.3
D,2018-05-27,6619.3
L,2018-05-28,6619.3
M,2018-05-29,6619.3
X,2018-05-30,6619.3
V,2018-06-01,7392.068965517241
S,2018-06-02,7392.068965517241
D,2018-06-03,7392.068965517241
L,2018-06-04,7392.068965517241
M,2018-06-05,7392.068965517241
X,2018-06-06,7392.068965517241
J,2018-06-07,7392.068965517241
V,2018-06-08,7392.068965517241
S,2018-06-09,7392.068965517241
D,2018-06-10,7392.068965517241
L,2018-06-11,7392.068965517241
M,2018-06-12,7392.068965517241
X,2018-06-13,7392.068965517241
J,2018-06-14,7392.068965517241
V,2018-06-15,7392.068965517241
S,2018-06-16,7392.068965517241
D,2018-06-17,7392.068965517241
L,2018-06-18,7392.068965517241
M,2018-06-19,7392.068965517241
X,2018-06-20,7392.068965517241
J,2018-06-21,7392.068965517241
V,2018-06-22,7392.068965517241
S,2018-06-23,7392.068965517241
D,2018-06-24,7392.068965517241
L,2018-06-25,7392.068965517241
M,2018-06-26,7392.068965517241
X,2018-06-27,7392.068965517241
J,2018-06-28,7392.068965517241
V,2018-06-29,7392.068965517241
D,2018-07-01,7355.533333333334
L,2018-07-02,7355.533333333334
M,2018-07-03,7355.533333333334
X,2018-07-04,7355.533333333334
J,2018-07-05,7355.533333333334
V,2018-07-06,7355.533333333334
S,2018-07-07,7355.533333333334
D,2018-07-08,7355.533333333334
L,2018-07-09,7355.533333333334
M,2018-07-10,7355.533333333334
X,2018-07-11,7355.533333333334
J,2018-07-12,7355.533333333334
V,2018-07-13,7355.533333333334
S,2018-07-14,7355.533333333334
D,2018-07-15,7355.533333333334
L,2018-07-16,7355.533333333334
M,2018-07-17,7355.533333333334
X,2018-07-18,7355.533333333334
J,2018-07-19,7355.533333333334
V,2018-07-20,7355.533333333334
S,2018-07-21,7355.533333333334
D,2018-07-22,7355.533333333334
L,2018-07-23,7355.533333333334
M,2018-07-24,7355.533333333334
X,2018-07-25,7355.533333333334
J,2018-07-26,7355.533333333334
V,2018-07-27,7355.533333333334
S,2018-07-28,7355.533333333334
D,2018-07-29,7355.533333333334
L,2018-07-30,7355.533333333334
X,2018-08-01,4341.933333333333
J,2018-08-02,4341.933333333333
V,2018-08-03,4341.933333333333
S,2018-08-04,4341.933333333333
D,2018-08-05,4341.933333333333
L,2018-08-06,4341.933333333333
M,2018-08-07,4341.933333333333
X,2018-08-08,4341.933333333333
J,2018-08-09,4341.933333333333
V,2018-08-10,4341.933333333333
S,2018-08-11,4341.933333333333
D,2018-08-12,4341.933333333333
L,2018-08-13,4341.933333333333
M,2018-08-14,4341.933333333333
X,2018-08-15,4341.933333333333
J,2018-08-16,4341.933333333333
V,2018-08-17,4341.933333333333
S,2018-08-18,4341.933333333333
D,2018-08-19,4341.933333333333
L,2018-08-20,4341.933333333333
M,2018-08-21,4341.933333333333
X,2018-08-22,4341.933333333333
J,2018-08-23,4341.933333333333
V,2018-08-24,4341.933333333333
S,2018-08-25,4341.933333333333
D,2018-08-26,4341.933333333333
L,2018-08-27,4341.933333333333
M,2018-08-28,4341.933333333333
X,2018-08-29,4341.933333333333
J,2018-08-30,4341.933333333333
S,2018-09-01,7700.931034482759
D,2018-09-02,7700.931034482759
L,2018-09-03,7700.931034482759
M,2018-09-04,7700.931034482759
X,2018-09-05,7700.931034482759
J,2018-09-06,7700.931034482759
V,2018-09-07,7700.931034482759
S,2018-09-08,7700.931034482759
D,2018-09-09,7700.931034482759
L,2018-09-10,7700.931034482759
M,2018-09-11,7700.931034482759
X,2018-09-12,7700.931034482759
J,2018-09-13,7700.931034482759
V,2018-09-14,7700.931034482759
S,2018-09-15,7700.931034482759
D,2018-09-16,7700.931034482759
L,2018-09-17,7700.931034482759
M,2018-09-18,7700.931034482759
X,2018-09-19,7700.931034482759
J,2018-09-20,7700.931034482759
V,2018-09-21,7700.931034482759
S,2018-09-22,7700.931034482759
D,2018-09-23,7700.931034482759
L,2018-09-24,7700.931034482759
M,2018-09-25,7700.931034482759
X,2018-09-26,7700.931034482759
J,2018-09-27,7700.931034482759
V,2018-09-28,7700.931034482759
S,2018-09-29,7700.931034482759
L,2018-10-01,6621.133333333333
M,2018-10-02,6621.133333333333
X,2018-10-03,6621.133333333333
J,2018-10-04,6621.133333333333
V,2018-10-05,6621.133333333333
S,2018-10-06,6621.133333333333
D,2018-10-07,6621.133333333333
L,2018-10-08,6621.133333333333
M,2018-10-09,6621.133333333333
X,2018-10-10,6621.133333333333
J,2018-10-11,6621.133333333333
V,2018-10-12,6621.133333333333
S,2018-10-13,6621.133333333333
D,2018-10-14,6621.133333333333
L,2018-10-15,6621.133333333333
M,2018-10-16,6621.133333333333
X,2018-10-17,6621.133333333333
J,2018-10-18,6621.133333333333
V,2018-10-19,6621.133333333333
S,2018-10-20,6621.133333333333
D,2018-10-21,6621.133333333333
L,2018-10-22,6621.133333333333
M,2018-10-23,6621.133333333333
X,2018-10-24,6621.133333333333
J,2018-10-25,6621.133333333333
V,2018-10-26,6621.133333333333
S,2018-10-27,6621.133333333333
D,2018-10-28,6621.133333333333
L,2018-10-29,6621.133333333333
M,2018-10-30,6621.133333333333
J,2018-11-01,6749.724137931034
V,2018-11-02,6749.724137931034
S,2018-11-03,6749.724137931034
D,2018-11-04,6749.724137931034
L,2018-11-05,6749.724137931034
M,2018-11-06,6749.724137931034
X,2018-11-07,6749.724137931034
J,2018-11-08,6749.724137931034
V,2018-11-09,6749.724137931034
S,2018-11-10,6749.724137931034
D,2018-11-11,6749.724137931034
L,2018-11-12,6749.724137931034
M,2018-11-13,6749.724137931034
X,2018-11-14,6749.724137931034
J,2018-11-15,6749.724137931034
V,2018-11-16,6749.724137931034
S,2018-11-17,6749.724137931034
D,2018-11-18,6749.724137931034
L,2018-11-19,6749.724137931034
M,2018-11-20,6749.724137931034
X,2018-11-21,6749.724137931034
J,2018-11-22,6749.724137931034
V,2018-11-23,6749.724137931034
S,2018-11-24,6749.724137931034
D,2018-11-25,6749.724137931034
L,2018-11-26,6749.724137931034
M,2018-11-27,6749.724137931034
X,2018-11-28,6749.724137931034
J,2018-11-29,6749.724137931034
S,2018-12-01,5770.266666666666
D,2018-12-02,5770.266666666666
L,2018-12-03,5770.266666666666
M,2018-12-04,5770.266666666666
X,2018-12-05,5770.266666666666
J,2018-12-06,5770.266666666666
V,2018-12-07,5770.266666666666
S,2018-12-08,5770.266666666666
D,2018-12-09,5770.266666666666
L,2018-12-10,5770.266666666666
M,2018-12-11,5770.266666666666
X,2018-12-12,5770.266666666666
J,2018-12-13,5770.266666666666
V,2018-12-14,5770.266666666666
S,2018-12-15,5770.266666666666
D,2018-12-16,5770.266666666666
L,2018-12-17,5770.266666666666
M,2018-12-18,5770.266666666666
X,2018-12-19,5770.266666666666
J,2018-12-20,5770.266666666666
V,2018-12-21,5770.266666666666
S,2018-12-22,5770.266666666666
D,2018-12-23,5770.266666666666
L,2018-12-24,5770.266666666666
M,2018-12-25,5770.266666666666
X,2018-12-26,5770.266666666666
J,2018-12-27,5770.266666666666
V,2018-12-28,5770.266666666666
S,2018-12-29,5770.266666666666
D,2018-12-30,5770.266666666666
M,2019-01-01,6653.4
X,2019-01-02,6653.4
J,2019-01-03,6653.4
V,2019-01-04,6653.4
S,2019-01-05,6653.4
D,2019-01-06,6653.4
L,2019-01-07,6653.4
M,2019-01-08,6653.4
X,2019-01-09,6653.4
J,2019-01-10,6653.4
V,2019-01-11,6653.4
S,2019-01-12,6653.4
D,2019-01-13,6653.4
L,2019-01-14,6653.4
M,2019-01-15,6653.4
X,2019-01-16,6653.4
J,2019-01-17,6653.4
V,2019-01-18,6653.4
S,2019-01-19,6653.4
D,2019-01-20,6653.4
L,2019-01-21,6653.4
M,2019-01-22,6653.4
X,2019-01-23,6653.4
J,2019-01-24,6653.4
V,2019-01-25,6653.4
S,2019-01-26,6653.4
D,2019-01-27,6653.4
L,2019-01-28,6653.4
M,2019-01-29,6653.4
X,2019-01-30,6653.4
V,2019-02-01,6964.37037037037
S,2019-02-02,6964.37037037037
D,2019-02-03,6964.37037037037
L,2019-02-04,6964.37037037037
M,2019-02-05,6964.37037037037
X,2019-02-06,6964.37037037037
J,2019-02-07,6964.37037037037
V,2019-02-08,6964.37037037037
S,2019-02-09,6964.37037037037
D,2019-02-10,6964.37037037037
L,2019-02-11,6964.37037037037
M,2019-02-12,6964.37037037037
X,2019-02-13,6964.37037037037
J,2019-02-14,6964.37037037037
V,2019-02-15,6964.37037037037
S,2019-02-16,6964.37037037037
D,2019-02-17,6964.37037037037
L,2019-02-18,6964.37037037037
M,2019-02-19,6964.37037037037
X,2019-02-20,6964.37037037037
J,2019-02-21,6964.37037037037
V,2019-02-22,6964.37037037037
S,2019-02-23,6964.37037037037
D,2019-02-24,6964.37037037037
L,2019-02-25,6964.37037037037
M,2019-02-26,6964.37037037037
X,2019-02-27,6964.37037037037
V,2019-03-01,6254.166666666667
S,2019-03-02,6254.166666666667
D,2019-03-03,6254.166666666667
L,2019-03-04,6254.166666666667
M,2019-03-05,6254.166666666667
X,2019-03-06,6254.166666666667
J,2019-03-07,6254.166666666667
V,2019-03-08,6254.166666666667
S,2019-03-09,6254.166666666667
D,2019-03-10,6254.166666666667
L,2019-03-11,6254.166666666667
M,2019-03-12,6254.166666666667
X,2019-03-13,6254.166666666667
J,2019-03-14,6254.166666666667
V,2019-03-15,6254.166666666667
S,2019-03-16,6254.166666666667
D,2019-03-17,6254.166666666667
L,2019-03-18,6254.166666666667
M,2019-03-19,6254.166666666667
X,2019-03-20,6254.166666666667
J,2019-03-21,6254.166666666667
V,2019-03-22,6254.166666666667
S,2019-03-23,6254.166666666667
D,2019-03-24,6254.166666666667
L,2019-03-25,6254.166666666667
M,2019-03-26,6254.166666666667
X,2019-03-27,6254.166666666667
J,2019-03-28,6254.166666666667
V,2019-03-29,6254.166666666667
S,2019-03-30,6254.166666666667
L,2019-04-01,6170.0
M,2019-04-02,6170.0
X,2019-04-03,6170.0
J,2019-04-04,6170.0
V,2019-04-05,6170.0
S,2019-04-06,6170.0
D,2019-04-07,6170.0
L,2019-04-08,6170.0
M,2019-04-09,6170.0
X,2019-04-10,6170.0
J,2019-04-11,6170.0
V,2019-04-12,6170.0
S,2019-04-13,6170.0
D,2019-04-14,6170.0
L,2019-04-15,6170.0
M,2019-04-16,6170.0
X,2019-04-17,6170.0
J,2019-04-18,6170.0
V,2019-04-19,6170.0
S,2019-04-20,6170.0
D,2019-04-21,6170.0
L,2019-04-22,6170.0
M,2019-04-23,6170.0
X,2019-04-24,6170.0
J,2019-04-25,6170.0
V,2019-04-26,6170.0
S,2019-04-27,6170.0
D,2019-04-28,6170.0
L,2019-04-29,6170.0
X,2019-05-01,6410.933333333333
J,2019-05-02,6410.933333333333
V,2019-05-03,6410.933333333333
S,2019-05-04,6410.933333333333
D,2019-05-05,6410.933333333333
L,2019-05-06,6410.933333333333
M,2019-05-07,6410.933333333333
X,2019-05-08,6410.933333333333
J,2019-05-09,6410.933333333333
V,2019-05-10,6410.933333333333
S,2019-05-11,6410.933333333333
D,2019-05-12,6410.933333333333
L,2019-05-13,6410.933333333333
M,2019-05-14,6410.933333333333
X,2019-05-15,6410.933333333333
J,2019-05-16,6410.933333333333
V,2019-05-17,6410.933333333333
S,2019-05-18,6410.933333333333
D,2019-05-19,6410.933333333333
L,2019-05-20,6410.933333333333
M,2019-05-21,6410.933333333333
X,2019-05-22,6410.933333333333
J,2019-05-23,6410.933333333333
V,2019-05-24,6410.933333333333
S,2019-05-25,6410.933333333333
D,2019-05-26,6410.933333333333
L,2019-05-27,6410.933333333333
M,2019-05-28,6410.933333333333
X,2019-05-29,6410.933333333333
J,2019-05-30,6410.933333333333
S,2019-06-01,7431.448275862069
D,2019-06-02,7431.448275862069
L,2019-06-03,7431.448275862069
M,2019-06-04,7431.448275862069
X,2019-06-05,7431.448275862069
J,2019-06-06,7431.448275862069
V,2019-06-07,7431.448275862069
S,2019-06-08,7431.448275862069
D,2019-06-09,7431.448275862069
L,2019-06-10,7431.448275862069
M,2019-06-11,7431.448275862069
X,2019-06-12,7431.448275862069
J,2019-06-13,7431.448275862069
V,2019-06-14,7431.448275862069
S,2019-06-15,7431.448275862069
D,2019-06-16,7431.448275862069
L,2019-06-17,7431.448275862069
M,2019-06-18,7431.448275862069
X,2019-06-19,7431.448275862069
J,2019-06-20,7431.448275862069
V,2019-06-21,7431.448275862069
S,2019-06-22,7431.448275862069
D,2019-06-23,7431.448275862069
L,2019-06-24,7431.448275862069
M,2019-06-25,7431.448275862069
X,2019-06-26,7431.448275862069
J,2019-06-27,7431.448275862069
V,2019-06-28,7431.448275862069
S,2019-06-29,7431.448275862069
L,2019-07-01,13288.75
M,2019-07-02,13288.75
X,2019-07-03,13288.75
J,2019-07-04,13288.75
S,2019-07-06,8056.16
D,2019-07-07,8056.16
L,2019-07-08,8056.16
M,2019-07-09,8056.16
X,2019-07-10,8056.16
J,2019-07-11,8056.16
V,2019-07-12,8056.16
S,2019-07-13,8056.16
D,2019-07-14,8056.16
L,2019-07-15,8056.16
M,2019-07-16,8056.16
X,2019-07-17,8056.16
J,2019-07-18,8056.16
V,2019-07-19,8056.16
S,2019-07-20,8056.16
D,2019-07-21,8056.16
L,2019-07-22,8056.16
M,2019-07-23,8056.16
X,2019-07-24,8056.16
J,2019-07-25,8056.16
V,2019-07-26,8056.16
S,2019-07-27,8056.16
D,2019-07-28,8056.16
L,2019-07-29,8056.16
M,2019-07-30,8056.16
J,2019-08-01,4469.633333333333
V,2019-08-02,4469.633333333333
S,2019-08-03,4469.633333333333
D,2019-08-04,4469.633333333333
L,2019-08-05,4469.633333333333
M,2019-08-06,4469.633333333333
X,2019-08-07,4469.633333333333
J,2019-08-08,4469.633333333333
V,2019-08-09,4469.633333333333
S,2019-08-10,4469.633333333333
D,2019-08-11,4469.633333333333
L,2019-08-12,4469.633333333333
M,2019-08-13,4469.633333333333
X,2019-08-14,4469.633333333333
J,2019-08-15,4469.633333333333
V,2019-08-16,4469.633333333333
S,2019-08-17,4469.633333333333
D,2019-08-18,4469.633333333333
L,2019-08-19,4469.633333333333
M,2019-08-20,4469.633333333333
X,2019-08-21,4469.633333333333
J,2019-08-22,4469.633333333333
V,2019-08-23,4469.633333333333
S,2019-08-24,4469.633333333333
D,2019-08-25,4469.633333333333
L,2019-08-26,4469.633333333333
M,2019-08-27,4469.633333333333
X,2019-08-28,4469.633333333333
J,2019-08-29,4469.633333333333
V,2019-08-30,4469.633333333333
D,2019-09-01,7294.206896551724
L,2019-09-02,7294.206896551724
M,2019-09-03,7294.206896551724
X,2019-09-04,7294.206896551724
J,2019-09-05,7294.206896551724
V,2019-09-06,7294.206896551724
S,2019-09-07,7294.206896551724
D,2019-09-08,7294.206896551724
L,2019-09-09,7294.206896551724
M,2019-09-10,7294.206896551724
X,2019-09-11,7294.206896551724
J,2019-09-12,7294.206896551724
V,2019-09-13,7294.206896551724
S,2019-09-14,7294.206896551724
D,2019-09-15,7294.206896551724
L,2019-09-16,7294.206896551724
M,2019-09-17,7294.206896551724
X,2019-09-18,7294.206896551724
J,2019-09-19,7294.206896551724
V,2019-09-20,7294.206896551724
S,2019-09-21,7294.206896551724
D,2019-09-22,7294.206896551724
L,2019-09-23,7294.206896551724
M,2019-09-24,7294.206896551724
X,2019-09-25,7294.206896551724
J,2019-09-26,7294.206896551724
V,2019-09-27,7294.206896551724
S,2019-09-28,7294.206896551724
D,2019-09-29,7294.206896551724
M,2019-10-01,7464.933333333333
X,2019-10-02,7464.933333333333
J,2019-10-03,7464.933333333333
V,2019-10-04,7464.933333333333
S,2019-10-05,7464.933333333333
D,2019-10-06,7464.933333333333
L,2019-10-07,7464.933333333333
M,2019-10-08,7464.933333333333
X,2019-10-09,7464.933333333333
J,2019-10-10,7464.933333333333
V,2019-10-11,7464.933333333333
S,2019-10-12,7464.933333333333
D,2019-10-13,7464.933333333333
L,2019-10-14,7464.933333333333
M,2019-10-15,7464.933333333333
X,2019-10-16,7464.933333333333
J,2019-10-17,7464.933333333333
V,2019-10-18,7464.933333333333
S,2019-10-19,7464.933333333333
D,2019-10-20,7464.933333333333
L,2019-10-21,7464.933333333333
M,2019-10-22,7464.933333333333
X,2019-10-23,7464.933333333333
J,2019-10-24,7464.933333333333
V,2019-10-25,7464.933333333333
S,2019-10-26,7464.933333333333
D,2019-10-27,7464.933333333333
L,2019-10-28,7464.933333333333
M,2019-10-29,7464.933333333333
X,2019-10-30,7464.933333333333
V,2019-11-01,7277.758620689655
S,2019-11-02,7277.758620689655
D,2019-11-03,7277.758620689655
L,2019-11-04,7277.758620689655
M,2019-11-05,7277.758620689655
X,2019-11-06,7277.758620689655
J,2019-11-07,7277.758620689655
V,2019-11-08,7277.758620689655
S,2019-11-09,7277.758620689655
D,2019-11-10,7277.758620689655
L,2019-11-11,7277.758620689655
M,2019-11-12,7277.758620689655
X,2019-11-13,7277.758620689655
J,2019-11-14,7277.758620689655
V,2019-11-15,7277.758620689655
S,2019-11-16,7277.758620689655
D,2019-11-17,7277.758620689655
L,2019-11-18,7277.758620689655
M,2019-11-19,7277.758620689655
X,2019-11-20,7277.758620689655
J,2019-11-21,7277.758620689655
V,2019-11-22,7277.758620689655
S,2019-11-23,7277.758620689655
D,2019-11-24,7277.758620689655
L,2019-11-25,7277.758620689655
M,2019-11-26,7277.758620689655
X,2019-11-27,7277.758620689655
J,2019-11-28,7277.758620689655
V,2019-11-29,7277.758620689655
D,2019-12-01,5920.1
L,2019-12-02,5920.1
M,2019-12-03,5920.1
X,2019-12-04,5920.1
J,2019-12-05,5920.1
V,2019-12-06,5920.1
S,2019-12-07,5920.1
D,2019-12-08,5920.1
L,2019-12-09,5920.1
M,2019-12-10,5920.1
X,2019-12-11,5920.1
J,2019-12-12,5920.1
V,2019-12-13,5920.1
S,2019-12-14,5920.1
D,2019-12-15,5920.1
L,2019-12-16,5920.1
M,2019-12-17,5920.1
X,2019-12-18,5920.1
J,2019-12-19,5920.1
V,2019-12-20,5920.1
S,2019-12-21,5920.1
D,2019-12-22,5920.1
L,2019-12-23,5920.1
M,2019-12-24,5920.1
X,2019-12-25,5920.1
J,2019-12-26,5920.1
V,2019-12-27,5920.1
S,2019-12-28,5920.1
D,2019-12-29,5920.1
L,2019-12-30,5920.1
X,2020-01-01,6630.5
J,2020-01-02,6630.5
V,2020-01-03,6630.5
S,2020-01-04,6630.5
D,2020-01-05,6630.5
L,2020-01-06,6630.5
M,2020-01-07,6630.5
X,2020-01-08,6630.5
J,2020-01-09,6630.5
V,2020-01-10,6630.5
S,2020-01-11,6630.5
D,2020-01-12,6630.5
L,2020-01-13,6630.5
M,2020-01-14,6630.5
X,2020-01-15,6630.5
J,2020-01-16,6630.5
V,2020-01-17,6630.5
S,2020-01-18,6630.5
D,2020-01-19,6630.5
L,2020-01-20,6630.5
M,2020-01-21,6630.5
X,2020-01-22,6630.5
J,2020-01-23,6630.5
V,2020-01-24,6630.5
S,2020-01-25,6630.5
D,2020-01-26,6630.5
L,2020-01-27,6630.5
M,2020-01-28,6630.5
X,2020-01-29,6630.5
J,2020-01-30,6630.5
S,2020-02-01,6520.25
D,2020-02-02,6520.25
L,2020-02-03,6520.25
M,2020-02-04,6520.25
X,2020-02-05,6520.25
J,2020-02-06,6520.25
V,2020-02-07,6520.25
S,2020-02-08,6520.25
D,2020-02-09,6520.25
L,2020-02-10,6520.25
M,2020-02-11,6520.25
X,2020-02-12,6520.25
J,2020-02-13,6520.25
V,2020-02-14,6520.25
S,2020-02-15,6520.25
